from_id,to_id,strength,lag_days,polarity,influence_type
evt_1292885697,evt_1293155230,0.503,2,1,thematic
evt_1292885698,evt_1293155230,0.503,2,1,thematic
evt_1293155230,evt_1293155231,0.615,1,1,thematic
evt_1293029631,evt_1293155231,0.546,1,-1,thematic
evt_1292885697,evt_1293155231,0.503,2,1,thematic
evt_1293155230,evt_1293155232,0.615,1,1,thematic
evt_1293155231,evt_1293155232,0.615,1,1,thematic
evt_1293029631,evt_1293155232,0.546,1,-1,thematic
evt_1293155230,evt_1293335081,0.546,1,1,thematic
evt_1293155231,evt_1293335081,0.546,1,1,thematic
evt_1293155232,evt_1293335081,0.546,1,1,thematic
evt_1293335081,evt_1293336155,0.615,1,1,thematic
evt_1293155230,evt_1293336155,0.546,1,1,thematic
evt_1293155231,evt_1293336155,0.546,1,1,thematic
evt_1293335081,evt_1293336755,0.615,1,1,thematic
evt_1293336155,evt_1293336755,0.615,1,1,thematic
evt_1293155230,evt_1293336755,0.546,1,1,thematic
evt_1293335081,evt_1293336756,0.615,1,1,thematic
evt_1293336155,evt_1293336756,0.615,1,1,thematic
evt_1293336755,evt_1293336756,0.615,1,1,thematic
evt_1293335081,evt_1293336757,0.615,1,1,thematic
evt_1293336155,evt_1293336757,0.615,1,1,thematic
evt_1293336755,evt_1293336757,0.615,1,1,thematic
evt_1293335081,evt_1293336758,0.615,1,1,thematic
evt_1293336155,evt_1293336758,0.615,1,1,thematic
evt_1293336755,evt_1293336758,0.615,1,1,thematic
evt_1293335081,evt_1293336759,0.615,1,-1,thematic
evt_1293336155,evt_1293336759,0.615,1,-1,thematic
evt_1293336755,evt_1293336759,0.615,1,-1,thematic
evt_1293335081,evt_1293336761,0.615,1,1,thematic
evt_1293336155,evt_1293336761,0.615,1,1,thematic
evt_1293336755,evt_1293336761,0.615,1,1,thematic
evt_1293336761,evt_1293336762,0.765,1,1,direct
evt_1293335081,evt_1293336762,0.615,1,1,thematic
evt_1293336155,evt_1293336762,0.615,1,1,thematic
evt_1293336155,evt_1293336763,0.765,1,1,direct
evt_1293335081,evt_1293336763,0.615,1,1,thematic
evt_1293336755,evt_1293336763,0.615,1,1,thematic
evt_1293335081,evt_1293336764,0.615,1,1,thematic
evt_1293336155,evt_1293336764,0.615,1,1,thematic
evt_1293336755,evt_1293336764,0.615,1,1,thematic
evt_1293335081,evt_1293336766,0.615,1,1,thematic
evt_1293336155,evt_1293336766,0.615,1,1,thematic
evt_1293336755,evt_1293336766,0.615,1,1,thematic
evt_1293336766,evt_1293337238,0.765,1,1,direct
evt_1293335081,evt_1293337238,0.615,1,1,thematic
evt_1293336155,evt_1293337238,0.615,1,1,thematic
evt_1293335081,evt_1293423851,0.615,1,1,thematic
evt_1293336155,evt_1293423851,0.615,1,1,thematic
evt_1293336755,evt_1293423851,0.615,1,1,thematic
evt_1293423851,evt_1293424156,0.765,1,1,direct
evt_1293335081,evt_1293424156,0.615,1,1,thematic
evt_1293336155,evt_1293424156,0.615,1,1,thematic
evt_1293335081,evt_1293532489,0.546,1,1,thematic
evt_1293336155,evt_1293532489,0.546,1,1,thematic
evt_1293336755,evt_1293532489,0.546,1,1,thematic
evt_1293532489,evt_1293532490,0.771,1,1,direct
evt_1293533494,evt_1293532490,0.771,1,1,direct
evt_1293335081,evt_1293532490,0.546,1,1,thematic
evt_1293335081,evt_1293336760,0.465,1,-1,indirect
evt_1293336155,evt_1293336760,0.465,1,-1,indirect
evt_1293336755,evt_1293336760,0.465,1,-1,indirect
evt_1293336760,evt_1293336765,0.615,1,1,thematic
evt_1293335081,evt_1293336765,0.465,1,-1,indirect
evt_1293336155,evt_1293336765,0.465,1,-1,indirect
evt_1293532489,evt_1293532491,0.771,1,1,direct
evt_1293533494,evt_1293532491,0.771,1,1,direct
evt_1293532490,evt_1293532491,0.765,1,1,direct
evt_1293532489,evt_1293533326,0.621,1,1,thematic
evt_1293533494,evt_1293533326,0.621,1,1,thematic
evt_1293532490,evt_1293533326,0.615,1,1,thematic
evt_1293532489,evt_1293533495,0.771,1,1,direct
evt_1293533494,evt_1293533495,0.771,1,1,direct
evt_1293532490,evt_1293533495,0.765,1,1,direct
evt_1293532489,evt_1293533496,0.771,1,1,direct
evt_1293533494,evt_1293533496,0.771,1,1,direct
evt_1293532490,evt_1293533496,0.765,1,1,direct
evt_1293533326,evt_1293533497,0.765,1,1,direct
evt_1293532489,evt_1293533497,0.621,1,1,thematic
evt_1293533494,evt_1293533497,0.621,1,1,thematic
evt_1293336760,evt_1293533498,0.546,1,1,thematic
evt_1293336765,evt_1293533498,0.546,1,1,thematic
evt_1293532489,evt_1293533498,0.471,1,-1,indirect
evt_1293533498,evt_1293533499,0.765,1,1,direct
evt_1293336760,evt_1293533499,0.546,1,1,thematic
evt_1293336765,evt_1293533499,0.546,1,1,thematic
evt_1293533498,evt_1293533500,0.765,1,1,direct
evt_1293533499,evt_1293533500,0.765,1,1,direct
evt_1293336760,evt_1293533500,0.546,1,1,thematic
evt_1293423851,evt_1293533501,0.696,1,1,direct
evt_1293424156,evt_1293533501,0.696,1,1,direct
evt_1293532489,evt_1293533501,0.621,1,1,thematic
evt_1293533498,evt_1293942239,0.503,2,1,thematic
evt_1293533499,evt_1293942239,0.503,2,1,thematic
evt_1293533500,evt_1293942239,0.503,2,1,thematic
evt_1293942239,evt_1293942240,0.615,1,1,thematic
evt_1293533498,evt_1293942240,0.503,2,1,thematic
evt_1293533499,evt_1293942240,0.503,2,1,thematic
evt_1293942240,evt_1293942241,0.765,1,1,direct
evt_1293942239,evt_1293942241,0.615,1,1,thematic
evt_1293533498,evt_1293942241,0.503,2,1,thematic
evt_1293942239,evt_1293942242,0.615,1,1,thematic
evt_1293942240,evt_1293942242,0.615,1,1,thematic
evt_1293942241,evt_1293942242,0.615,1,1,thematic
evt_1293532489,evt_1294032212,0.508,2,1,thematic
evt_1293533494,evt_1294032212,0.508,2,1,thematic
evt_1293532490,evt_1294032212,0.503,2,1,thematic
evt_1294032212,evt_1294032213,0.765,1,1,direct
evt_1293532489,evt_1294032213,0.508,2,1,thematic
evt_1293533494,evt_1294032213,0.508,2,1,thematic
evt_1294032212,evt_1294141583,0.546,1,1,thematic
evt_1294032213,evt_1294141583,0.546,1,1,thematic
evt_1293532489,evt_1294141583,0.479,3,1,thematic
evt_1294141583,evt_1294141584,0.765,1,-1,direct
evt_1294032212,evt_1294141584,0.546,1,-1,thematic
evt_1294032213,evt_1294141584,0.546,1,-1,thematic
evt_1293942239,evt_1293942243,0.615,1,1,thematic
evt_1293942240,evt_1293942243,0.615,1,1,thematic
evt_1293942241,evt_1293942243,0.615,1,1,thematic
evt_1294141583,evt_1294467011,0.652,2,1,direct
evt_1294141584,evt_1294467011,0.652,2,-1,direct
evt_1294032212,evt_1294467011,0.473,3,1,thematic
evt_1294467011,evt_1294467317,0.615,1,1,thematic
evt_1294273965,evt_1294467317,0.546,1,1,thematic
evt_1294273966,evt_1294467317,0.546,1,1,thematic
evt_1294467011,evt_1294782708,0.503,2,1,thematic
evt_1294467317,evt_1294782708,0.503,2,1,thematic
evt_1294782708,evt_1294782709,0.615,1,1,thematic
evt_1294467011,evt_1294782709,0.503,2,1,thematic
evt_1294467317,evt_1294782709,0.503,2,1,thematic
evt_1294782710,evt_1294873174,0.615,1,1,thematic
evt_1294782711,evt_1294873174,0.615,1,1,thematic
evt_1294872874,evt_1294873174,0.615,1,1,thematic
evt_1294782708,evt_1295078888,0.546,1,-1,thematic
evt_1294782709,evt_1295078888,0.546,1,-1,thematic
evt_1294467011,evt_1295078888,0.473,3,-1,thematic
evt_1294671172,evt_1294782710,0.546,1,1,thematic
evt_1294782708,evt_1294782710,0.465,1,-1,indirect
evt_1294782709,evt_1294782710,0.465,1,-1,indirect
evt_1294782710,evt_1294782711,0.765,1,1,direct
evt_1294671172,evt_1294782711,0.546,1,1,thematic
evt_1294782708,evt_1294782711,0.465,1,-1,indirect
evt_1294782710,evt_1294872874,0.615,1,1,thematic
evt_1294782711,evt_1294872874,0.615,1,1,thematic
evt_1294671172,evt_1294872874,0.546,1,1,thematic
evt_1294782710,evt_1294873649,0.615,1,1,thematic
evt_1294782711,evt_1294873649,0.615,1,1,thematic
evt_1294872874,evt_1294873649,0.615,1,1,thematic
evt_1294873649,evt_1294873650,0.765,1,1,direct
evt_1294782710,evt_1294873650,0.615,1,1,thematic
evt_1294782711,evt_1294873650,0.615,1,1,thematic
evt_1294782710,evt_1294873655,0.615,1,1,thematic
evt_1294782711,evt_1294873655,0.615,1,1,thematic
evt_1294872874,evt_1294873655,0.615,1,1,thematic
evt_1295078888,evt_1295477685,0.479,3,-1,thematic
evt_1294328779,evt_1294328780,0.615,1,-1,thematic
evt_1291874760,evt_1291995018,0.546,1,1,thematic
evt_1291874761,evt_1291995018,0.546,1,1,thematic
evt_1291875385,evt_1291995018,0.546,1,1,thematic
evt_1291995018,evt_1291995535,0.615,1,1,thematic
evt_1291874760,evt_1291995535,0.546,1,1,thematic
evt_1291874761,evt_1291995535,0.546,1,1,thematic
evt_1291995018,evt_1292321134,0.546,1,1,thematic
evt_1291995535,evt_1292321134,0.546,1,1,thematic
evt_1291874760,evt_1292321134,0.503,2,1,thematic
evt_1292321134,evt_1292321135,0.615,1,1,thematic
evt_1291995018,evt_1292321135,0.546,1,1,thematic
evt_1291995535,evt_1292321135,0.546,1,1,thematic
evt_1292321135,evt_1292321136,0.765,1,1,direct
evt_1292321134,evt_1292321136,0.615,1,1,thematic
evt_1291995018,evt_1292321136,0.546,1,1,thematic
evt_1292321134,evt_1292321270,0.765,1,1,direct
evt_1292321135,evt_1292321270,0.615,1,1,thematic
evt_1292321136,evt_1292321270,0.615,1,1,thematic
evt_1292321135,evt_1292321653,0.765,1,1,direct
evt_1292321136,evt_1292321653,0.765,1,1,direct
evt_1292321134,evt_1292321653,0.615,1,1,thematic
evt_1292321135,evt_1292321654,0.765,1,1,direct
evt_1292321136,evt_1292321654,0.765,1,1,direct
evt_1292321653,evt_1292321654,0.765,1,1,direct
evt_1292321134,evt_1292441109,0.546,1,1,thematic
evt_1292321135,evt_1292441109,0.546,1,1,thematic
evt_1292321136,evt_1292441109,0.546,1,1,thematic
evt_1292441109,evt_1292441110,0.615,1,1,thematic
evt_1292321134,evt_1292441110,0.546,1,1,thematic
evt_1292321135,evt_1292441110,0.546,1,1,thematic
evt_1292321134,evt_1292441419,0.696,1,1,direct
evt_1292321270,evt_1292441419,0.696,1,1,direct
evt_1292441109,evt_1292441419,0.615,1,1,thematic
evt_1292441109,evt_1292673106,0.546,1,1,thematic
evt_1292441110,evt_1292673106,0.546,1,1,thematic
evt_1292441111,evt_1292673106,0.546,1,1,thematic
evt_1292673106,evt_1292673104,0.801,1,1,direct
evt_1292441109,evt_1292673104,0.546,1,1,thematic
evt_1292441110,evt_1292673104,0.546,1,1,thematic
evt_1292673106,evt_1292673105,0.801,1,1,direct
evt_1292673104,evt_1292673105,0.767,1,1,direct
evt_1292441109,evt_1292673105,0.546,1,1,thematic
evt_1292673106,evt_1292773280,0.651,1,1,thematic
evt_1292673104,evt_1292773280,0.617,1,1,thematic
evt_1292673105,evt_1292773280,0.617,1,1,thematic
evt_1292673106,evt_1292672433,0.651,1,1,thematic
evt_1292673104,evt_1292672433,0.617,1,1,thematic
evt_1292673105,evt_1292672433,0.617,1,1,thematic
evt_1292673106,evt_1292673055,0.651,1,1,thematic
evt_1292673104,evt_1292673055,0.617,1,1,thematic
evt_1292673105,evt_1292673055,0.617,1,1,thematic
evt_1292673106,evt_1292673056,0.651,1,-1,thematic
evt_1292673104,evt_1292673056,0.617,1,-1,thematic
evt_1292673105,evt_1292673056,0.617,1,-1,thematic
evt_1291784386,evt_1292321137,0.638,2,1,thematic
evt_1291784387,evt_1292321137,0.638,2,1,thematic
evt_1291784388,evt_1292321137,0.638,2,1,thematic
evt_1292673106,evt_1292886761,0.581,1,1,thematic
evt_1292673104,evt_1292886761,0.548,1,1,thematic
evt_1292673105,evt_1292886761,0.548,1,1,thematic
evt_1292321137,evt_1292673057,0.503,2,1,thematic
evt_1292673106,evt_1292673057,0.501,1,-1,indirect
evt_1292673104,evt_1292673057,0.467,1,-1,indirect
evt_1292886761,evt_1293028492,0.546,1,1,thematic
evt_1292673106,evt_1293028492,0.538,2,1,thematic
evt_1292673104,evt_1293028492,0.504,2,1,thematic
evt_1293028492,evt_1293028493,0.615,1,1,thematic
evt_1292886761,evt_1293028493,0.546,1,1,thematic
evt_1292673106,evt_1293028493,0.538,2,1,thematic
evt_1293028492,evt_1293028494,0.615,1,1,thematic
evt_1293028493,evt_1293028494,0.615,1,1,thematic
evt_1292886761,evt_1293028494,0.546,1,1,thematic
evt_1293028494,evt_1293029062,0.765,1,1,direct
evt_1293028492,evt_1293029062,0.615,1,1,thematic
evt_1293028493,evt_1293029062,0.615,1,1,thematic
evt_1292441419,evt_1293090199,0.623,3,1,direct
evt_1293028492,evt_1293090199,0.615,1,1,thematic
evt_1293028493,evt_1293090199,0.615,1,1,thematic
evt_1292773281,evt_1293230181,0.623,3,1,direct
evt_1293028492,evt_1293230181,0.546,1,1,thematic
evt_1293028493,evt_1293230181,0.546,1,1,thematic
evt_1293230181,evt_1293532546,0.503,2,1,thematic
evt_1293028492,evt_1293532546,0.473,3,1,thematic
evt_1293028493,evt_1293532546,0.473,3,1,thematic
evt_1293532546,evt_1293733863,0.615,1,1,thematic
evt_1293532547,evt_1293733863,0.615,1,1,thematic
evt_1293230181,evt_1293733863,0.503,2,1,thematic
evt_1293733863,evt_1293733868,0.765,1,1,direct
evt_1293532546,evt_1293733868,0.615,1,1,thematic
evt_1293532547,evt_1293733868,0.615,1,1,thematic
evt_1293532546,evt_1293734347,0.546,1,1,thematic
evt_1293532547,evt_1293734347,0.546,1,1,thematic
evt_1293733863,evt_1293734347,0.546,1,1,thematic
evt_1293734347,evt_1293734348,0.615,1,1,thematic
evt_1293532546,evt_1293734348,0.546,1,1,thematic
evt_1293532547,evt_1293734348,0.546,1,1,thematic
evt_1293734347,evt_1293734349,0.615,1,1,thematic
evt_1293734348,evt_1293734349,0.615,1,1,thematic
evt_1293532546,evt_1293734349,0.546,1,1,thematic
evt_1293734347,evt_1293828208,0.615,1,1,thematic
evt_1293734348,evt_1293828208,0.615,1,1,thematic
evt_1293734349,evt_1293828208,0.615,1,1,thematic
evt_1293734347,evt_1294031999,0.546,1,1,thematic
evt_1293734348,evt_1294031999,0.546,1,1,thematic
evt_1293734349,evt_1294031999,0.546,1,1,thematic
evt_1294031999,evt_1294140042,0.546,1,1,thematic
evt_1293734347,evt_1294140042,0.503,2,1,thematic
evt_1293734348,evt_1294140042,0.503,2,1,thematic
evt_1294140042,evt_1294140058,0.615,1,1,thematic
evt_1294140056,evt_1294140058,0.615,1,1,thematic
evt_1294140057,evt_1294140058,0.615,1,1,thematic
evt_1294140042,evt_1294140201,0.615,1,1,thematic
evt_1294140058,evt_1294140201,0.615,1,1,thematic
evt_1294031999,evt_1294140201,0.546,1,1,thematic
evt_1294140042,evt_1294140202,0.615,1,1,thematic
evt_1294140058,evt_1294140202,0.615,1,1,thematic
evt_1294140201,evt_1294140202,0.615,1,1,thematic
evt_1294140042,evt_1294140204,0.615,1,1,thematic
evt_1294140058,evt_1294140204,0.615,1,1,thematic
evt_1294140201,evt_1294140204,0.615,1,1,thematic
evt_1294140042,evt_1294142358,0.615,1,1,thematic
evt_1294140058,evt_1294142358,0.615,1,1,thematic
evt_1294140201,evt_1294142358,0.615,1,1,thematic
evt_1294142358,evt_1294142359,0.765,1,1,direct
evt_1294140042,evt_1294142359,0.615,1,1,thematic
evt_1294140058,evt_1294142359,0.615,1,1,thematic
evt_1294142358,evt_1294142360,0.765,1,1,direct
evt_1294142359,evt_1294142360,0.765,1,1,direct
evt_1294140042,evt_1294142360,0.615,1,1,thematic
evt_1294142358,evt_1294142361,0.765,1,1,direct
evt_1294142359,evt_1294142361,0.765,1,1,direct
evt_1294142360,evt_1294142361,0.765,1,1,direct
evt_1294142358,evt_1294142362,0.765,1,-1,direct
evt_1294142359,evt_1294142362,0.765,1,-1,direct
evt_1294142360,evt_1294142362,0.765,1,-1,direct
evt_1294140042,evt_1294210889,0.615,1,1,thematic
evt_1294140058,evt_1294210889,0.615,1,1,thematic
evt_1294140201,evt_1294210889,0.615,1,1,thematic
evt_1294210889,evt_1294210890,0.765,1,1,direct
evt_1294140042,evt_1294210890,0.615,1,1,thematic
evt_1294140058,evt_1294210890,0.615,1,1,thematic
evt_1294210889,evt_1294211512,0.765,1,1,direct
evt_1294210890,evt_1294211512,0.765,1,1,direct
evt_1294140042,evt_1294211512,0.615,1,1,thematic
evt_1294140203,evt_1294140205,0.615,1,1,thematic
evt_1294031999,evt_1294140205,0.546,1,-1,direct
evt_1294140042,evt_1294140205,0.465,1,-1,indirect
evt_1294140205,evt_1294141938,0.765,1,1,direct
evt_1294140203,evt_1294141938,0.615,1,1,thematic
evt_1294031999,evt_1294141938,0.546,1,-1,direct
evt_1294140205,evt_1294141939,0.765,1,1,direct
evt_1294141938,evt_1294141939,0.765,1,1,direct
evt_1294140203,evt_1294141939,0.615,1,1,thematic
evt_1294140205,evt_1294141940,0.765,1,1,direct
evt_1294141938,evt_1294141940,0.765,1,1,direct
evt_1294141939,evt_1294141940,0.765,1,1,direct
evt_1294140205,evt_1294141941,0.765,1,1,direct
evt_1294141938,evt_1294141941,0.765,1,1,direct
evt_1294141939,evt_1294141941,0.765,1,1,direct
evt_1294140042,evt_1294466413,0.503,2,-1,thematic
evt_1294140058,evt_1294466413,0.503,2,-1,thematic
evt_1294140201,evt_1294466413,0.503,2,-1,thematic
evt_1294140042,evt_1294140203,0.465,1,-1,indirect
evt_1294140058,evt_1294140203,0.465,1,-1,indirect
evt_1294140201,evt_1294140203,0.465,1,-1,indirect
evt_1294466413,evt_1294466674,0.615,1,-1,thematic
evt_1294140042,evt_1294466674,0.503,2,1,thematic
evt_1294140058,evt_1294466674,0.503,2,1,thematic
evt_1294466674,evt_1294466675,0.765,1,1,direct
evt_1294466413,evt_1294466675,0.615,1,-1,thematic
evt_1294140058,evt_1294466675,0.503,2,1,thematic
evt_1294466674,evt_1294466676,0.765,1,1,direct
evt_1294466675,evt_1294466676,0.765,1,1,direct
evt_1294466413,evt_1294466676,0.615,1,-1,thematic
evt_1294466413,evt_1294466677,0.615,1,-1,thematic
evt_1294466674,evt_1294466677,0.615,1,1,thematic
evt_1294466675,evt_1294466677,0.615,1,1,thematic
evt_1294466677,evt_1294466678,0.765,1,1,direct
evt_1294466413,evt_1294466678,0.615,1,-1,thematic
evt_1294466674,evt_1294466678,0.615,1,1,thematic
evt_1294466677,evt_1294466679,0.765,1,1,direct
evt_1294466678,evt_1294466679,0.765,1,1,direct
evt_1294466413,evt_1294466679,0.615,1,-1,thematic
evt_1294466677,evt_1294467496,0.765,1,1,direct
evt_1294466678,evt_1294467496,0.765,1,1,direct
evt_1294466679,evt_1294467496,0.765,1,1,direct
evt_1294466677,evt_1294467497,0.765,1,1,direct
evt_1294466678,evt_1294467497,0.765,1,1,direct
evt_1294466679,evt_1294467497,0.765,1,1,direct
evt_1294466677,evt_1294467498,0.765,1,1,direct
evt_1294466678,evt_1294467498,0.765,1,1,direct
evt_1294466679,evt_1294467498,0.765,1,1,direct
evt_1294466677,evt_1294467499,0.765,1,1,direct
evt_1294466678,evt_1294467499,0.765,1,1,direct
evt_1294466679,evt_1294467499,0.765,1,1,direct
evt_1294466677,evt_1294467500,0.765,1,1,direct
evt_1294466678,evt_1294467500,0.765,1,1,direct
evt_1294466679,evt_1294467500,0.765,1,1,direct
evt_1294466413,evt_1294467693,0.615,1,1,thematic
evt_1294466674,evt_1294467693,0.615,1,-1,thematic
evt_1294466675,evt_1294467693,0.615,1,-1,thematic
evt_1294467693,evt_1294467694,0.765,1,1,direct
evt_1294466413,evt_1294467694,0.615,1,1,thematic
evt_1294466674,evt_1294467694,0.615,1,-1,thematic
evt_1294466413,evt_1294575891,0.546,1,-1,thematic
evt_1294466674,evt_1294575891,0.546,1,1,thematic
evt_1294466675,evt_1294575891,0.546,1,1,thematic
evt_1294575891,evt_1294575892,0.615,1,1,thematic
evt_1294466413,evt_1294575892,0.546,1,-1,thematic
evt_1294466674,evt_1294575892,0.546,1,1,thematic
evt_1294575892,evt_1294575893,0.765,1,1,direct
evt_1294575891,evt_1294575893,0.615,1,1,thematic
evt_1294466413,evt_1294575893,0.546,1,-1,thematic
evt_1294467693,evt_1294577327,0.696,1,-1,direct
evt_1294467694,evt_1294577327,0.696,1,-1,direct
evt_1294575891,evt_1294577327,0.615,1,1,thematic
evt_1294575891,evt_1294577605,0.615,1,1,thematic
evt_1294575892,evt_1294577605,0.615,1,1,thematic
evt_1294575893,evt_1294577605,0.615,1,1,thematic
evt_1294575892,evt_1294577624,0.765,1,1,direct
evt_1294575893,evt_1294577624,0.765,1,1,direct
evt_1294575891,evt_1294577624,0.615,1,1,thematic
evt_1294575892,evt_1294577625,0.765,1,1,direct
evt_1294575893,evt_1294577625,0.765,1,1,direct
evt_1294577624,evt_1294577625,0.765,1,1,direct
evt_1294575891,evt_1294781249,0.546,1,1,thematic
evt_1294575892,evt_1294781249,0.546,1,1,thematic
evt_1294575893,evt_1294781249,0.546,1,1,thematic
evt_1294781249,evt_1294781250,0.615,1,1,thematic
evt_1294575891,evt_1294781250,0.546,1,1,thematic
evt_1294575892,evt_1294781250,0.546,1,1,thematic
evt_1294781249,evt_1294781251,0.615,1,1,thematic
evt_1294781250,evt_1294781251,0.615,1,1,thematic
evt_1294575891,evt_1294781251,0.546,1,1,thematic
evt_1294781249,evt_1294781252,0.615,1,1,thematic
evt_1294781250,evt_1294781252,0.615,1,1,thematic
evt_1294781251,evt_1294781252,0.615,1,1,thematic
evt_1294781249,evt_1294781253,0.615,1,1,thematic
evt_1294781250,evt_1294781253,0.615,1,1,thematic
evt_1294781251,evt_1294781253,0.615,1,1,thematic
evt_1294781249,evt_1295077867,0.546,1,1,thematic
evt_1294781250,evt_1295077867,0.546,1,1,thematic
evt_1294781251,evt_1295077867,0.546,1,1,thematic
evt_1295077867,evt_1295078108,0.615,1,1,thematic
evt_1294781249,evt_1295078108,0.546,1,1,thematic
evt_1294781250,evt_1295078108,0.546,1,1,thematic
evt_1295078108,evt_1295078109,0.765,1,1,direct
evt_1295077867,evt_1295078109,0.615,1,1,thematic
evt_1294781249,evt_1295078109,0.546,1,1,thematic
evt_1295077867,evt_1295078110,0.615,1,1,thematic
evt_1295078108,evt_1295078110,0.615,1,1,thematic
evt_1295078109,evt_1295078110,0.615,1,1,thematic
evt_1295078108,evt_1295078150,0.765,1,1,direct
evt_1295078109,evt_1295078150,0.765,1,1,direct
evt_1295077867,evt_1295078150,0.615,1,1,thematic
evt_1294467500,evt_1295078891,0.623,3,1,direct
evt_1295077867,evt_1295078891,0.615,1,1,thematic
evt_1295078108,evt_1295078891,0.615,1,1,thematic
evt_1295078891,evt_1295078892,0.765,1,1,direct
evt_1295077867,evt_1295078892,0.615,1,1,thematic
evt_1295078108,evt_1295078892,0.615,1,1,thematic
evt_1295078891,evt_1295078893,0.765,1,1,direct
evt_1295078892,evt_1295078893,0.765,1,1,direct
evt_1295077867,evt_1295078893,0.615,1,1,thematic
evt_1296593446,evt_1296594143,0.78,1,1,direct
evt_1296593445,evt_1296594143,0.765,1,1,direct
evt_1296593447,evt_1296594143,0.765,1,1,direct
evt_1291708603,evt_1291708604,0.765,1,1,direct
evt_1291708603,evt_1291875097,0.546,1,1,thematic
evt_1291708604,evt_1291875097,0.546,1,1,thematic
evt_1291874597,evt_1291875097,0.465,1,-1,indirect
evt_1291875097,evt_1291875295,0.615,1,1,thematic
evt_1291708603,evt_1291875295,0.546,1,1,thematic
evt_1291708604,evt_1291875295,0.546,1,1,thematic
evt_1291875295,evt_1291875296,0.765,1,1,direct
evt_1291875097,evt_1291875296,0.615,1,1,thematic
evt_1291708603,evt_1291875296,0.546,1,1,thematic
evt_1291875097,evt_1291875311,0.615,1,1,thematic
evt_1291875295,evt_1291875311,0.615,1,1,thematic
evt_1291875296,evt_1291875311,0.615,1,1,thematic
evt_1291875311,evt_1291875312,0.765,1,1,direct
evt_1291875097,evt_1291875312,0.615,1,1,thematic
evt_1291875295,evt_1291875312,0.615,1,1,thematic
evt_1291875097,evt_1291997749,0.546,1,1,thematic
evt_1291875295,evt_1291997749,0.546,1,1,thematic
evt_1291875296,evt_1291997749,0.546,1,1,thematic
evt_1291997749,evt_1291997752,0.615,1,1,thematic
evt_1291997750,evt_1291997752,0.615,1,1,thematic
evt_1291875097,evt_1291997752,0.546,1,1,thematic
evt_1291997749,evt_1292100356,0.615,1,1,thematic
evt_1291997750,evt_1292100356,0.615,1,1,thematic
evt_1291997752,evt_1292100356,0.615,1,1,thematic
evt_1291997749,evt_1292101204,0.615,1,-1,thematic
evt_1291997750,evt_1292101204,0.615,1,-1,thematic
evt_1291997752,evt_1292101204,0.615,1,-1,thematic
evt_1291997749,evt_1292101205,0.615,1,-1,thematic
evt_1291997750,evt_1292101205,0.615,1,-1,thematic
evt_1291997752,evt_1292101205,0.615,1,-1,thematic
evt_1292100356,evt_1292101206,0.765,1,1,direct
evt_1291997749,evt_1292101206,0.615,1,1,thematic
evt_1291997750,evt_1292101206,0.615,1,1,thematic
evt_1291995305,evt_1292440692,0.503,2,1,thematic
evt_1291997751,evt_1292440692,0.503,2,1,thematic
evt_1291874597,evt_1292440692,0.473,3,1,thematic
evt_1292440692,evt_1292443898,0.617,1,1,thematic
evt_1291995305,evt_1292443898,0.503,2,1,thematic
evt_1291997751,evt_1292443898,0.503,2,1,thematic
evt_1291997749,evt_1292546988,0.503,2,1,thematic
evt_1291997750,evt_1292546988,0.503,2,1,thematic
evt_1291997752,evt_1292546988,0.503,2,1,thematic
evt_1291875097,evt_1292547529,0.623,3,1,direct
evt_1292546988,evt_1292547529,0.615,1,1,thematic
evt_1291997749,evt_1292547529,0.503,2,1,thematic
evt_1292546988,evt_1292548320,0.615,1,1,thematic
evt_1292547529,evt_1292548320,0.615,1,1,thematic
evt_1291997749,evt_1292548320,0.503,2,1,thematic
evt_1291997750,evt_1292672778,0.623,3,1,direct
evt_1292546988,evt_1292672778,0.546,1,1,thematic
evt_1292547529,evt_1292672778,0.546,1,1,thematic
evt_1292672778,evt_1292672779,0.765,1,1,direct
evt_1291997750,evt_1292672779,0.623,3,1,direct
evt_1292546988,evt_1292672779,0.546,1,1,thematic
evt_1291995305,evt_1292672780,0.623,3,1,direct
evt_1291997751,evt_1292672780,0.623,3,1,direct
evt_1292672778,evt_1292672780,0.615,1,-1,direct
evt_1292672780,evt_1292672781,0.765,1,1,direct
evt_1291995305,evt_1292672781,0.623,3,1,direct
evt_1291997751,evt_1292672781,0.623,3,1,direct
evt_1292672778,evt_1292675685,0.765,1,1,direct
evt_1292672779,evt_1292675685,0.765,1,1,direct
evt_1291997750,evt_1292675685,0.623,3,1,direct
evt_1292672778,evt_1292675686,0.765,1,1,direct
evt_1292672779,evt_1292675686,0.765,1,1,direct
evt_1292675685,evt_1292675686,0.765,1,1,direct
evt_1292672780,evt_1292675687,0.765,1,1,direct
evt_1292672781,evt_1292675687,0.765,1,1,direct
evt_1291995305,evt_1292675687,0.623,3,1,direct
evt_1292672780,evt_1292675688,0.765,1,1,direct
evt_1292672781,evt_1292675688,0.765,1,1,direct
evt_1292675687,evt_1292675688,0.765,1,1,direct
evt_1292672778,evt_1293030000,0.503,2,1,thematic
evt_1292672779,evt_1293030000,0.503,2,1,thematic
evt_1292675685,evt_1293030000,0.503,2,1,thematic
evt_1292672778,evt_1293030001,0.652,2,1,direct
evt_1292672779,evt_1293030001,0.652,2,1,direct
